"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",3805,630009,604.0
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",249,628357,39.6
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",186,621057,29.9
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",133,626419,21.2
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",105,633595,16.6
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",88,620059,14.2
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",66,608081,10.9
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",73,613561,11.9
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",91,623721,14.6
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",73,636199,11.5
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",76,683642,11.1
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",95,688192,13.8
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",91,714875,12.7
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",124,731143,17.0
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",170,748464,22.7
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",269,775001,34.7
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",361,789176,45.7
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",533,794940,67.0
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",750,793627,94.5
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",852,786622,108.3
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",891,784247,113.6
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",951,784907,121.2
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",916,783261,116.9
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",904,786188,115.0
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",906,791307,114.5
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",857,809624,105.9
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",892,791184,112.7
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",889,785995,113.1
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",851,773714,110.0
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",813,727776,111.7
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",818,740453,110.5
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",852,704540,120.9
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",897,719707,124.6
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",922,730751,126.2
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",1026,752116,136.4
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",1099,795463,138.2
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",1235,807052,153.0
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",1297,819028,158.4
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",1436,823790,174.3
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",1550,825382,187.8
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",1722,830209,207.4
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",1902,849743,223.8
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",2173,873636,248.7
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",2457,904607,271.6
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",2663,919917,289.5
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",2937,933253,314.7
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",3343,948027,352.6
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",3602,952822,378.0
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",3996,946553,422.2
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",4310,945133,456.0
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",4577,919073,498.0
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",4877,921244,529.4
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",5290,893604,592.0
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",5659,873042,648.2
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",5860,850809,688.8
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",6120,820469,745.9
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",6345,807109,786.1
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",6526,784672,831.7
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",6905,779408,885.9
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",7119,737813,964.9
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",7203,684627,1052.1
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",7108,657928,1080.4
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",7206,617349,1167.2
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",7129,550646,1294.7
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",7405,527357,1404.2
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",7482,500821,1493.9
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",7601,470702,1614.8
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",7605,437155,1739.7
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",7874,412256,1910.0
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",8144,393556,2069.3
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",8273,373742,2213.6
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2",8517,359413,2369.7
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2",9117,339899,2682.3
,"73 years","73","Male","M","Not Hispanic or Latino","2186-2",9674,328773,2942.5
,"74 years","74","Male","M","Not Hispanic or Latino","2186-2",10095,315086,3203.9
,"75 years","75","Male","M","Not Hispanic or Latino","2186-2",10791,298290,3617.6
,"76 years","76","Male","M","Not Hispanic or Latino","2186-2",11381,293365,3879.5
