"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",2914,597980,487.3
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",230,599485,38.4
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",145,589242,24.6
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",103,596725,17.3
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",75,603090,12.4
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",70,592067,11.8
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",74,580408,12.7
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",60,585604,10.2
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",52,591772,8.8
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",62,603822,10.3
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",57,645297,8.8
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",74,656500,11.3
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",70,678010,10.3
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",106,695652,15.2
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",93,705060,13.2
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",143,731163,19.6
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",191,747076,25.6
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",202,746683,27.1
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",256,739397,34.6
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",286,727634,39.3
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",269,722027,37.3
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",307,727551,42.2
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",291,728367,40.0
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",305,747584,40.8
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",306,764203,40.0
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",342,793956,43.1
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",374,791206,47.3
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",366,792497,46.2
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",354,775981,45.6
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",370,716402,51.6
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",370,721199,51.3
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",398,689401,57.7
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",429,709927,60.4
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",465,721728,64.4
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",501,750637,66.7
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",609,787883,77.3
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",647,806718,80.2
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",704,822930,85.5
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",847,829991,102.0
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",958,827879,115.7
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",1038,831701,124.8
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",1121,856054,130.9
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",1286,875807,146.8
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",1475,908095,162.4
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",1681,929884,180.8
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",1893,944076,200.5
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",2092,951288,219.9
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2",2378,959979,247.7
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2",2477,958659,258.4
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2",2634,955243,275.7
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2",2903,940601,308.6
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2",3002,940822,319.1
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2",3281,922392,355.7
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2",3549,901980,393.5
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2",3586,886337,404.6
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2",3696,863003,428.3
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2",3945,847500,465.5
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2",4166,827259,503.6
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2",4385,824277,532.0
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2",4550,782160,581.7
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2",4768,732662,650.8
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2",4822,698698,690.1
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2",4957,665957,744.3
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2",4865,597279,814.5
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2",5237,573643,912.9
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2",5537,553358,1000.6
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2",5437,523322,1038.9
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2",5703,486930,1171.2
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2",5912,466057,1268.5
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2",6303,449011,1403.8
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2",6623,430515,1538.4
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2",7076,419704,1686.0
,"72 years","72","Female","F","Not Hispanic or Latino","2186-2",7501,404145,1856.0
,"73 years","73","Female","F","Not Hispanic or Latino","2186-2",8006,394136,2031.3
,"74 years","74","Female","F","Not Hispanic or Latino","2186-2",8601,380748,2259.0
,"75 years","75","Female","F","Not Hispanic or Latino","2186-2",9265,368394,2515.0
,"76 years","76","Female","F","Not Hispanic or Latino","2186-2",9997,366190,2730.0
,"77 years","77","Female","F","Not Hispanic or Latino","2186-2",10824,360393,3003.4
,"78 years","78","Female","F","Not Hispanic or Latino","2186-2",11846,353703,3349.1
,"79 years","79","Female","F","Not Hispanic or Latino","2186-2",12840,346257,3708.2
,"80 years","80","Female","F","Not Hispanic or Latino","2186-2",14010,333698,4198.4
,"81 years","81","Female","F","Not Hispanic or Latino","2186-2",15110,327731,4610.5
,"82 years","82","Female","F","Not Hispanic or Latino","2186-2",16532,314055,5264.0
,"83 years","83","Female","F","Not Hispanic or Latino","2186-2",17453,298520,5846.5
,"84 years","84","Female","F","Not Hispanic or Latino","2186-2",18021,277929,6484.0
,"85 years","85","Female","F","Not Hispanic or Latino","2186-2",18686,Not Applicable,Not Applicable
,"86 years","86","Female","F","Not Hispanic or Latino","2186-2",18949,Not Applicable,Not Applicable
,"87 years","87","Female","F","Not Hispanic or Latino","2186-2",18550,Not Applicable,Not Applicable
,"88 years","88","Female","F","Not Hispanic or Latino","2186-2",18159,Not Applicable,Not Applicable
,"89 years","89","Female","F","Not Hispanic or Latino","2186-2",17118,Not Applicable,Not Applicable
,"90 years","90","Female","F","Not Hispanic or Latino","2186-2",16439,Not Applicable,Not Applicable
,"91 years","91","Female","F","Not Hispanic or Latino","2186-2",15577,Not Applicable,Not Applicable
,"92 years","92","Female","F","Not Hispanic or Latino","2186-2",14268,Not Applicable,Not Applicable
,"93 years","93","Female","F","Not Hispanic or Latino","2186-2",12677,Not Applicable,Not Applicable
,"94 years","94","Female","F","Not Hispanic or Latino","2186-2",11062,Not Applicable,Not Applicable
,"95 years","95","Female","F","Not Hispanic or Latino","2186-2",9585,Not Applicable,Not Applicable
,"96 years","96","Female","F","Not Hispanic or Latino","2186-2",7880,Not Applicable,Not Applicable
,"97 years","97","Female","F","Not Hispanic or Latino","2186-2",6287,Not Applicable,Not Applicable
,"98 years","98","Female","F","Not Hispanic or Latino","2186-2",4752,Not Applicable,Not Applicable
