"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",3986,650866,612.4
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",275,648949,42.4
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",193,640536,30.1
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",165,639089,25.8
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",111,637140,17.4
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",106,635320,16.7
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",100,637794,15.7
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",81,659582,12.3
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",97,681175,14.2
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",103,704513,14.6
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",113,745579,15.2
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",99,757466,13.1
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",132,782109,16.9
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",160,791191,20.2
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",220,795905,27.6
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",303,797765,38.0
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",423,791630,53.4
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",589,781413,75.4
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",834,766837,108.8
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",926,752794,123.0
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",918,759526,120.9
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",962,768085,125.2
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",952,773463,123.1
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",893,778474,114.7
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",869,769761,112.9
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",861,773529,111.3
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",933,747413,124.8
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",834,738496,112.9
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",760,729740,104.1
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",790,716406,110.3
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",793,743078,106.7
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",904,754788,119.8
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",1038,797101,130.2
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",1091,822300,132.7
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",1212,836123,145.0
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",1295,851234,152.1
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",1410,846879,166.5
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",1520,851363,178.5
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",1670,870827,191.8
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",1881,897058,209.7
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",2123,925433,229.4
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",2355,950921,247.7
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",2549,968184,263.3
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",2767,971471,284.8
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",2991,969109,308.6
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",3262,964855,338.1
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",3579,963892,371.3
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",3905,948367,411.8
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",4210,934505,450.5
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",4496,918272,489.6
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",4695,888347,528.5
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",4814,874886,550.2
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",5225,851210,613.8
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",5479,832384,658.2
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",5654,814787,693.9
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",6000,807668,742.9
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",6037,773024,781.0
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",6069,725034,837.1
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",6128,683308,896.8
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",6513,646323,1007.7
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",6455,580976,1111.1
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",6480,559386,1158.4
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",6707,527947,1270.4
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",6745,496949,1357.3
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",6940,467366,1484.9
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",7128,443601,1606.8
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",7365,423032,1741.0
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",7663,404962,1892.3
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",7995,387074,2065.5
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",8326,370973,2244.4
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",8744,357274,2447.4
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2",9273,349842,2650.6
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2",9739,338727,2875.2
,"73 years","73","Male","M","Not Hispanic or Latino","2186-2",10667,330160,3230.9
,"74 years","74","Male","M","Not Hispanic or Latino","2186-2",11167,318539,3505.7
,"75 years","75","Male","M","Not Hispanic or Latino","2186-2",11935,304465,3920.0
,"76 years","76","Male","M","Not Hispanic or Latino","2186-2",12815,295653,4334.5
,"77 years","77","Male","M","Not Hispanic or Latino","2186-2",13317,280276,4751.4
,"78 years","78","Male","M","Not Hispanic or Latino","2186-2",13981,270113,5176.0
,"79 years","79","Male","M","Not Hispanic or Latino","2186-2",14307,256198,5584.4
,"80 years","80","Male","M","Not Hispanic or Latino","2186-2",15193,241210,6298.7
,"81 years","81","Male","M","Not Hispanic or Latino","2186-2",15966,227941,7004.4
,"82 years","82","Male","M","Not Hispanic or Latino","2186-2",15974,207976,7680.7
,"83 years","83","Male","M","Not Hispanic or Latino","2186-2",15908,185145,8592.2
,"84 years","84","Male","M","Not Hispanic or Latino","2186-2",15538,163039,9530.2
,"85 years","85","Male","M","Not Hispanic or Latino","2186-2",14510,Not Applicable,Not Applicable
,"86 years","86","Male","M","Not Hispanic or Latino","2186-2",14055,Not Applicable,Not Applicable
,"87 years","87","Male","M","Not Hispanic or Latino","2186-2",13099,Not Applicable,Not Applicable
,"88 years","88","Male","M","Not Hispanic or Latino","2186-2",12130,Not Applicable,Not Applicable
,"89 years","89","Male","M","Not Hispanic or Latino","2186-2",10970,Not Applicable,Not Applicable
,"90 years","90","Male","M","Not Hispanic or Latino","2186-2",9716,Not Applicable,Not Applicable
,"91 years","91","Male","M","Not Hispanic or Latino","2186-2",8320,Not Applicable,Not Applicable
