"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",295,57242,515.4
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",18,56248,Unreliable
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",Suppressed,55608,Suppressed
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",Suppressed,56538,Suppressed
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",Suppressed,57309,Suppressed
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",Suppressed,58132,Suppressed
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",Suppressed,59512,Suppressed
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",11,60601,Unreliable
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",Suppressed,60994,Suppressed
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",Suppressed,61889,Suppressed
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",Suppressed,63274,Suppressed
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",Suppressed,63019,Suppressed
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",Suppressed,63899,Suppressed
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",Suppressed,62606,Suppressed
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",10,61242,Unreliable
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",Suppressed,60246,Suppressed
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",21,60047,35.0
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",23,59102,38.9
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",21,62008,33.9
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",27,65304,41.3
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",18,67241,Unreliable
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",22,70445,31.2
