"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",384,60311,636.7
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",21,59434,35.3
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",19,58435,Unreliable
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",11,59546,Unreliable
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",Suppressed,60832,Suppressed
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",10,61639,Unreliable
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",Suppressed,63221,Suppressed
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",Suppressed,63993,Suppressed
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",Suppressed,65281,Suppressed
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",Suppressed,65943,Suppressed
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",Suppressed,66653,Suppressed
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",12,66908,Unreliable
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",Suppressed,66578,Suppressed
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",13,66300,Unreliable
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",17,64561,Unreliable
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",12,63878,Unreliable
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",30,63442,47.3
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",48,63596,75.5
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",64,70953,90.2
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",72,84837,84.9
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",94,91756,102.4
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",98,94426,103.8
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",86,92515,93.0
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",77,84716,90.9
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",70,81676,85.7
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",60,81457,73.7
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",79,78732,100.3
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",75,78226,95.9
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",57,79250,71.9
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",75,80146,93.6
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",73,82498,88.5
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",83,81396,102.0
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",81,81891,98.9
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",108,80321,134.5
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",102,80210,127.2
