"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",287,59394,483.2
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",24,58118,41.3
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",Suppressed,56987,Suppressed
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",Suppressed,56301,Suppressed
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",11,55425,Unreliable
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55420,Suppressed
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",10,55377,Unreliable
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54881,Suppressed
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54336,Suppressed
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54295,Suppressed
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54173,Suppressed
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54211,Suppressed
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54615,Suppressed
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55433,Suppressed
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",13,56271,Unreliable
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",11,57313,Unreliable
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",17,58498,Unreliable
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",25,59936,41.7
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",44,67834,64.9
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",46,81293,56.6
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",62,90618,68.4
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",75,96287,77.9
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",97,101438,95.6
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",82,99642,82.3
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",92,97707,94.2
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",84,96092,87.4
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",79,93378,84.6
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",81,91433,88.6
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",81,88557,91.5
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",83,86738,95.7
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",77,85453,90.1
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",88,83369,105.6
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",83,81210,102.2
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",76,78067,97.4
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",92,75465,121.9
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",83,73017,113.7
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",85,70647,120.3
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",86,70136,122.6
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",90,69554,129.4
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",116,70796,163.9
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",105,72384,145.1
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",127,72440,175.3
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",129,72661,177.5
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",155,71977,215.3
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",151,71613,210.9
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",174,71442,243.6
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",198,73292,270.2
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",219,75295,290.9
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",273,77504,352.2
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",330,79909,413.0
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",329,81761,402.4
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",337,81622,412.9
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",430,81631,526.8
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",420,81169,517.4
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",489,80294,609.0
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",536,78846,679.8
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",512,76740,667.2
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",530,74845,708.1
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",585,72168,810.6
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",595,70170,847.9
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",658,68106,966.1
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",703,65406,1074.8
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",680,63423,1072.2
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",672,61894,1085.7
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",701,58763,1192.9
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",680,55334,1228.9
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",750,51783,1448.4
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",706,47910,1473.6
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",683,42628,1602.2
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",643,40172,1600.6
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",684,37307,1833.4
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2",725,34866,2079.4
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2",758,31760,2386.6
