"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",3077,603432,509.9
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",224,604187,37.1
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",125,605253,20.7
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",82,605205,13.5
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",86,608491,14.1
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",62,609258,10.2
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",72,614569,11.7
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",58,620440,9.3
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",56,621507,9.0
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",59,620556,9.5
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",57,624642,9.1
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",77,630462,12.2
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",73,633998,11.5
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",87,641763,13.6
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",118,654432,18.0
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",155,666918,23.2
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",247,681012,36.3
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",323,699534,46.2
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",503,720131,69.8
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",639,707988,90.3
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",715,752380,95.0
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",807,790247,102.1
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",868,824456,105.3
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",905,855257,105.8
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",922,869955,106.0
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",970,869923,111.5
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",892,857982,104.0
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",930,844754,110.1
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",892,836712,106.6
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",1020,833688,122.3
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",1014,827431,122.5
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",951,820561,115.9
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",1014,807661,125.5
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",1025,789323,129.9
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",1014,769503,131.8
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",1042,752281,138.5
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",1026,735636,139.5
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",1074,728484,147.4
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",1179,725482,162.5
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",1176,730993,160.9
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",1295,755673,171.4
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",1522,778091,195.6
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",1680,792699,211.9
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",1837,804279,228.4
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",1987,810469,245.2
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",2199,808859,271.9
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",2388,811741,294.2
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",2809,827835,339.3
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",3074,851988,360.8
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",3642,874591,416.4
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",3826,900596,424.8
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",4293,914131,469.6
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",4699,917066,512.4
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",5101,916666,556.5
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",5638,916118,615.4
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",6124,906359,675.7
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",6389,889036,718.6
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",6893,873095,789.5
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",7308,850258,859.5
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",7774,822890,944.7
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",7980,798539,999.3
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",8290,772461,1073.2
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",8562,746554,1146.9
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",8912,724901,1229.4
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",9191,717886,1280.3
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",9047,680331,1329.8
