"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",51643,7511784,687.5
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",3491,7519737,46.4
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",2342,7543664,31.0
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",1808,7610599,23.8
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",1498,7690144,19.5
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",1258,7753661,16.2
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",1048,7819667,13.4
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",1042,7893926,13.2
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",1027,7912651,13.0
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",1010,7916836,12.8
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",1016,7975495,12.7
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",1099,8066167,13.6
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",1249,8122275,15.4
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",1616,8189744,19.7
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",2094,8263452,25.3
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",2792,8308176,33.6
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",4018,8363937,48.0
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",5439,8484313,64.1
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",7579,8635052,87.8
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",9190,8827180,104.1
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",10168,9027735,112.6
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",11673,9185610,127.1
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",12579,9233517,136.2
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",12571,9191022,136.8
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",12837,9066653,141.6
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",12853,8907808,144.3
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",12980,8762600,148.1
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",12969,8628516,150.3
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",13106,8570486,152.9
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",13696,8541270,160.4
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",13650,8491156,160.8
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",14090,8466687,166.4
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",14071,8399262,167.5
