"Notes"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Female"	"F"	"< 1 year"	"0"	5119	1232638	415.3	5.8
	"Female"	"F"	"1 year"	"1"	336	1233207	27.2	1.5
	"Female"	"F"	"2 years"	"2"	225	1223819	18.4	1.2
	"Female"	"F"	"3 years"	"3"	170	1234111	13.8	1.1
	"Female"	"F"	"4 years"	"4"	145	1244578	11.7	1.0
	"Female"	"F"	"5 years"	"5"	125	1243576	10.1	0.9
	"Female"	"F"	"6 years"	"6"	120	1247921	9.6	0.9
	"Female"	"F"	"7 years"	"7"	87	1251683	7.0	0.7
	"Female"	"F"	"8 years"	"8"	78	1244512	6.3	0.7
	"Female"	"F"	"9 years"	"9"	85	1233710	6.9	0.7
	"Female"	"F"	"10 years"	"10"	93	1232320	7.5	0.8
	"Female"	"F"	"11 years"	"11"	98	1235207	7.9	0.8
	"Female"	"F"	"12 years"	"12"	110	1237581	8.9	0.8
	"Female"	"F"	"13 years"	"13"	138	1244350	11.1	0.9
	"Female"	"F"	"14 years"	"14"	163	1259104	12.9	1.0
	"Female"	"F"	"15 years"	"15"	174	1271615	13.7	1.0
	"Female"	"F"	"16 years"	"16"	214	1288867	16.6	1.1
	"Female"	"F"	"17 years"	"17"	255	1311800	19.4	1.2
	"Female"	"F"	"18 years"	"18"	313	1327264	23.6	1.3
	"Female"	"F"	"19 years"	"19"	400	1293639	30.9	1.5
	"Female"	"F"	"20 years"	"20"	390	1339825	29.1	1.5
	"Female"	"F"	"21 years"	"21"	480	1377357	34.8	1.6
	"Female"	"F"	"22 years"	"22"	449	1408750	31.9	1.5
	"Female"	"F"	"23 years"	"23"	494	1438122	34.4	1.5
	"Female"	"F"	"24 years"	"24"	481	1434706	33.5	1.5
	"Female"	"F"	"25 years"	"25"	560	1415307	39.6	1.7
	"Female"	"F"	"26 years"	"26"	529	1394486	37.9	1.6
	"Female"	"F"	"27 years"	"27"	551	1374691	40.1	1.7
	"Female"	"F"	"28 years"	"28"	541	1366602	39.6	1.7
	"Female"	"F"	"29 years"	"29"	556	1369805	40.6	1.7
	"Female"	"F"	"30 years"	"30"	637	1369740	46.5	1.8
	"Female"	"F"	"31 years"	"31"	670	1366386	49.0	1.9
	"Female"	"F"	"32 years"	"32"	718	1351282	53.1	2.0
	"Female"	"F"	"33 years"	"33"	722	1330420	54.3	2.0
	"Female"	"F"	"34 years"	"34"	743	1308007	56.8	2.1
	"Female"	"F"	"35 years"	"35"	838	1286737	65.1	2.2
	"Female"	"F"	"36 years"	"36"	861	1268501	67.9	2.3
	"Female"	"F"	"37 years"	"37"	896	1258527	71.2	2.4
	"Female"	"F"	"38 years"	"38"	1042	1256447	82.9	2.6
	"Female"	"F"	"39 years"	"39"	1067	1260501	84.6	2.6
	"Female"	"F"	"40 years"	"40"	1255	1282516	97.9	2.8
	"Female"	"F"	"41 years"	"41"	1303	1304634	99.9	2.8
	"Female"	"F"	"42 years"	"42"	1413	1316889	107.3	2.9
	"Female"	"F"	"43 years"	"43"	1668	1318966	126.5	3.1
	"Female"	"F"	"44 years"	"44"	1859	1313089	141.6	3.3
	"Female"	"F"	"45 years"	"45"	1990	1297157	153.4	3.4
	"Female"	"F"	"46 years"	"46"	2153	1286895	167.3	3.6
	"Female"	"F"	"47 years"	"47"	2374	1293885	183.5	3.8
	"Female"	"F"	"48 years"	"48"	2659	1306838	203.5	3.9
	"Female"	"F"	"49 years"	"49"	3038	1323090	229.6	4.2
	"Female"	"F"	"50 years"	"50"	3381	1337786	252.7	4.3
	"Female"	"F"	"51 years"	"51"	3813	1343508	283.8	4.6
	"Female"	"F"	"52 years"	"52"	4002	1330933	300.7	4.8
	"Female"	"F"	"53 years"	"53"	4284	1318515	324.9	5.0
	"Female"	"F"	"54 years"	"54"	4601	1307375	351.9	5.2
	"Female"	"F"	"55 years"	"55"	5071	1286204	394.3	5.5
	"Female"	"F"	"56 years"	"56"	5132	1259255	407.5	5.7
	"Female"	"F"	"57 years"	"57"	5469	1234051	443.2	6.0
	"Female"	"F"	"58 years"	"58"	5634	1201820	468.8	6.2
	"Female"	"F"	"59 years"	"59"	5947	1162078	511.8	6.6
	"Female"	"F"	"60 years"	"60"	6371	1123276	567.2	7.1
	"Female"	"F"	"61 years"	"61"	6681	1083723	616.5	7.5
	"Female"	"F"	"62 years"	"62"	6695	1045641	640.3	7.8
	"Female"	"F"	"63 years"	"63"	7136	1012257	705.0	8.3
	"Female"	"F"	"64 years"	"64"	7518	994833	755.7	8.7
	"Female"	"F"	"65 years"	"65"	7843	940380	834.0	9.4
	"Female"	"F"	"66 years"	"66"	7767	885672	877.0	10.0
	"Female"	"F"	"67 years"	"67"	8089	830592	973.9	10.8
	"Female"	"F"	"68 years"	"68"	8225	782639	1050.9	11.6
	"Female"	"F"	"69 years"	"69"	8291	713929	1161.3	12.8
	"Female"	"F"	"70 years"	"70"	8775	679258	1291.9	13.8
	"Female"	"F"	"71 years"	"71"	9015	642077	1404.0	14.8
	"Female"	"F"	"72 years"	"72"	9238	604698	1527.7	15.9
	"Female"	"F"	"73 years"	"73"	9485	563572	1683.0	17.3
	"Female"	"F"	"74 years"	"74"	10039	532418	1885.5	18.8
	"Female"	"F"	"75 years"	"75"	10619	506276	2097.5	20.4
	"Female"	"F"	"76 years"	"76"	11349	482271	2353.2	22.1
	"Female"	"F"	"77 years"	"77"	12047	456767	2637.4	24.0
	"Female"	"F"	"78 years"	"78"	12409	432597	2868.5	25.8
	"Female"	"F"	"79 years"	"79"	13304	412169	3227.8	28.0
	"Female"	"F"	"80 years"	"80"	14239	393789	3615.9	30.3
	"Female"	"F"	"81 years"	"81"	15138	376892	4016.5	32.6
	"Female"	"F"	"82 years"	"82"	16119	359692	4481.3	35.3
	"Female"	"F"	"83 years"	"83"	17398	341553	5093.8	38.6
	"Female"	"F"	"84 years"	"84"	18779	324508	5786.9	42.2
	"Male"	"M"	"< 1 year"	"0"	6210	1289247	481.7	6.1
	"Male"	"M"	"1 year"	"1"	421	1287510	32.7	1.6
	"Male"	"M"	"2 years"	"2"	270	1276981	21.1	1.3
	"Male"	"M"	"3 years"	"3"	198	1289113	15.4	1.1
	"Male"	"M"	"4 years"	"4"	167	1301094	12.8	1.0
	"Male"	"M"	"5 years"	"5"	130	1299305	10.0	0.9
	"Male"	"M"	"6 years"	"6"	143	1305123	11.0	0.9
	"Male"	"M"	"7 years"	"7"	116	1308883	8.9	0.8
	"Male"	"M"	"8 years"	"8"	116	1299026	8.9	0.8
	"Male"	"M"	"9 years"	"9"	125	1286628	9.7	0.9
	"Male"	"M"	"10 years"	"10"	122	1284853	9.5	0.9
	"Male"	"M"	"11 years"	"11"	142	1289190	11.0	0.9
	"Male"	"M"	"12 years"	"12"	162	1291274	12.5	1.0
	"Male"	"M"	"13 years"	"13"	187	1299797	14.4	1.1
	"Male"	"M"	"14 years"	"14"	249	1316817	18.9	1.2
	"Male"	"M"	"15 years"	"15"	335	1333939	25.1	1.4
	"Male"	"M"	"16 years"	"16"	492	1351417	36.4	1.6
	"Male"	"M"	"17 years"	"17"	640	1380287	46.4	1.8
	"Male"	"M"	"18 years"	"18"	1064	1403142	75.8	2.3
	"Male"	"M"	"19 years"	"19"	1234	1387957	88.9	2.5
	"Male"	"M"	"20 years"	"20"	1359	1445414	94.0	2.6
	"Male"	"M"	"21 years"	"21"	1467	1487061	98.7	2.6
	"Male"	"M"	"22 years"	"22"	1554	1514939	102.6	2.6
	"Male"	"M"	"23 years"	"23"	1569	1538483	102.0	2.6
	"Male"	"M"	"24 years"	"24"	1560	1538572	101.4	2.6
	"Male"	"M"	"25 years"	"25"	1621	1522804	106.4	2.6
	"Male"	"M"	"26 years"	"26"	1480	1497552	98.8	2.6
	"Male"	"M"	"27 years"	"27"	1525	1474166	103.4	2.6
	"Male"	"M"	"28 years"	"28"	1501	1459649	102.8	2.7
	"Male"	"M"	"29 years"	"29"	1630	1450957	112.3	2.8
	"Male"	"M"	"30 years"	"30"	1623	1437756	112.9	2.8
	"Male"	"M"	"31 years"	"31"	1537	1428143	107.6	2.7
	"Male"	"M"	"32 years"	"32"	1646	1405745	117.1	2.9
	"Male"	"M"	"33 years"	"33"	1656	1376346	120.3	3.0
	"Male"	"M"	"34 years"	"34"	1670	1345529	124.1	3.0
	"Male"	"M"	"35 years"	"35"	1681	1318777	127.5	3.1
	"Male"	"M"	"36 years"	"36"	1711	1289323	132.7	3.2
	"Male"	"M"	"37 years"	"37"	1792	1276387	140.4	3.3
	"Male"	"M"	"38 years"	"38"	1855	1266872	146.4	3.4
	"Male"	"M"	"39 years"	"39"	1889	1265476	149.3	3.4
	"Male"	"M"	"40 years"	"40"	2089	1286816	162.3	3.6
	"Male"	"M"	"41 years"	"41"	2321	1307530	177.5	3.7
	"Male"	"M"	"42 years"	"42"	2570	1316924	195.2	3.8
	"Male"	"M"	"43 years"	"43"	2759	1322847	208.6	4.0
	"Male"	"M"	"44 years"	"44"	2976	1320070	225.4	4.1
	"Male"	"M"	"45 years"	"45"	3248	1306530	248.6	4.4
	"Male"	"M"	"46 years"	"46"	3553	1295501	274.3	4.6
	"Male"	"M"	"47 years"	"47"	4065	1298097	313.2	4.9
	"Male"	"M"	"48 years"	"48"	4462	1306592	341.5	5.1
	"Male"	"M"	"49 years"	"49"	5071	1315063	385.6	5.4
	"Male"	"M"	"50 years"	"50"	5375	1325098	405.6	5.5
	"Male"	"M"	"51 years"	"51"	5938	1323092	448.8	5.8
	"Male"	"M"	"52 years"	"52"	6414	1307165	490.7	6.1
	"Male"	"M"	"53 years"	"53"	6855	1289477	531.6	6.4
	"Male"	"M"	"54 years"	"54"	7504	1272299	589.8	6.8
	"Male"	"M"	"55 years"	"55"	8065	1245736	647.4	7.2
	"Male"	"M"	"56 years"	"56"	8353	1208563	691.2	7.6
	"Male"	"M"	"57 years"	"57"	8959	1173707	763.3	8.1
	"Male"	"M"	"58 years"	"58"	9314	1132847	822.2	8.5
	"Male"	"M"	"59 years"	"59"	9865	1086524	907.9	9.1
	"Male"	"M"	"60 years"	"60"	10042	1044112	961.8	9.6
	"Male"	"M"	"61 years"	"61"	10401	999402	1040.7	10.2
	"Male"	"M"	"62 years"	"62"	10609	957694	1107.8	10.8
	"Male"	"M"	"63 years"	"63"	10994	921876	1192.6	11.4
	"Male"	"M"	"64 years"	"64"	11220	902929	1242.6	11.7
	"Male"	"M"	"65 years"	"65"	11114	850490	1306.8	12.4
	"Male"	"M"	"66 years"	"66"	11327	793814	1426.9	13.4
	"Male"	"M"	"67 years"	"67"	11079	738834	1499.5	14.2
	"Male"	"M"	"68 years"	"68"	11488	689079	1667.2	15.6
	"Male"	"M"	"69 years"	"69"	11054	621359	1779.0	16.9
	"Male"	"M"	"70 years"	"70"	11442	583952	1959.4	18.3
	"Male"	"M"	"71 years"	"71"	11620	545853	2128.8	19.7
	"Male"	"M"	"72 years"	"72"	11887	509108	2334.9	21.4
	"Male"	"M"	"73 years"	"73"	11899	470187	2530.7	23.2
	"Male"	"M"	"74 years"	"74"	12110	439022	2758.4	25.1
	"Male"	"M"	"75 years"	"75"	12564	413184	3040.8	27.1
	"Male"	"M"	"76 years"	"76"	12836	387941	3308.8	29.2
	"Male"	"M"	"77 years"	"77"	13474	361810	3724.1	32.1
	"Male"	"M"	"78 years"	"78"	13482	337615	3993.3	34.4
	"Male"	"M"	"79 years"	"79"	14062	317043	4435.4	37.4
	"Male"	"M"	"80 years"	"80"	15013	298116	5036.0	41.1
	"Male"	"M"	"81 years"	"81"	15579	279915	5565.6	44.6
	"Male"	"M"	"82 years"	"82"	16192	260483	6216.1	48.9
	"Male"	"M"	"83 years"	"83"	16551	240171	6891.3	53.6
	"Male"	"M"	"84 years"	"84"	16949	219708	7714.3	59.3
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: Non-Hispanic More than one race; ucd-icd10; 2011-2015; California (06)"
