"Notes"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Female"	"F"	"< 1 year"	"0"	654	100967	647.7	25.3
	"Female"	"F"	"1 year"	"1"	71	99717	71.2	8.5
	"Female"	"F"	"2 years"	"2"	45	99450	45.2	6.7
	"Female"	"F"	"3 years"	"3"	25	100729	24.8	5.0
	"Female"	"F"	"4 years"	"4"	21	101822	20.6	4.5
	"Female"	"F"	"5 years"	"5"	23	102468	22.4	4.7
	"Female"	"F"	"6 years"	"6"	18	102752	Unreliable	4.1
	"Female"	"F"	"7 years"	"7"	13	102951	Unreliable	3.5
	"Female"	"F"	"8 years"	"8"	16	102126	Unreliable	3.9
	"Female"	"F"	"9 years"	"9"	16	101347	Unreliable	3.9
	"Female"	"F"	"10 years"	"10"	14	101393	Unreliable	3.7
	"Female"	"F"	"11 years"	"11"	16	102017	Unreliable	3.9
	"Female"	"F"	"12 years"	"12"	19	102658	Unreliable	4.2
	"Female"	"F"	"13 years"	"13"	24	103571	23.2	4.7
	"Female"	"F"	"14 years"	"14"	33	104196	31.7	5.5
	"Female"	"F"	"15 years"	"15"	39	104396	37.4	6.0
	"Female"	"F"	"16 years"	"16"	40	104484	38.3	6.1
	"Female"	"F"	"17 years"	"17"	46	105549	43.6	6.4
	"Female"	"F"	"18 years"	"18"	87	106999	81.3	8.7
	"Female"	"F"	"19 years"	"19"	89	109484	81.3	8.6
	"Female"	"F"	"20 years"	"20"	75	111930	67.0	7.7
	"Female"	"F"	"21 years"	"21"	109	113287	96.2	9.2
	"Female"	"F"	"22 years"	"22"	91	112465	80.9	8.5
	"Female"	"F"	"23 years"	"23"	119	110072	108.1	9.9
	"Female"	"F"	"24 years"	"24"	108	106287	101.6	9.8
	"Female"	"F"	"25 years"	"25"	118	102553	115.1	10.6
	"Female"	"F"	"26 years"	"26"	129	99294	129.9	11.4
	"Female"	"F"	"27 years"	"27"	144	96753	148.8	12.4
	"Female"	"F"	"28 years"	"28"	150	95441	157.2	12.8
	"Female"	"F"	"29 years"	"29"	128	94122	136.0	12.0
	"Female"	"F"	"30 years"	"30"	160	93167	171.7	13.6
	"Female"	"F"	"31 years"	"31"	153	92361	165.7	13.4
	"Female"	"F"	"32 years"	"32"	163	90573	180.0	14.1
	"Female"	"F"	"33 years"	"33"	165	88399	186.7	14.5
	"Female"	"F"	"34 years"	"34"	162	87070	186.1	14.6
	"Female"	"F"	"35 years"	"35"	177	84676	209.0	15.7
	"Female"	"F"	"36 years"	"36"	179	82348	217.4	16.2
	"Female"	"F"	"37 years"	"37"	196	81572	240.3	17.2
	"Female"	"F"	"38 years"	"38"	222	81086	273.8	18.4
	"Female"	"F"	"39 years"	"39"	239	80859	295.6	19.1
	"Female"	"F"	"40 years"	"40"	225	82235	273.6	18.2
	"Female"	"F"	"41 years"	"41"	223	83558	266.9	17.9
	"Female"	"F"	"42 years"	"42"	269	84314	319.0	19.5
	"Female"	"F"	"43 years"	"43"	288	84562	340.6	20.1
	"Female"	"F"	"44 years"	"44"	286	84876	337.0	19.9
