"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",63631,7796586,816.1
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",4147,7804099,53.1
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",2794,7827607,35.7
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",2100,7835659,26.8
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",1686,7869686,21.4
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",1506,7894724,19.1
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",1318,7887597,16.7
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",1265,7988165,15.8
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",1281,8110799,15.8
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",1267,8302659,15.3
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",1378,8658818,15.9
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",1484,8763381,16.9
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",1797,8987307,20.0
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",2277,9075611,25.1
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",2897,9073289,31.9
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",3999,9099709,43.9
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",6211,9067203,68.5
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",7889,8964302,88.0
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",10491,8910077,117.7
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",11761,8868369,132.6
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",12008,8758225,137.1
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",12931,8689392,148.8
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",12751,8542221,149.3
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",12505,8390108,149.0
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",12176,8173607,149.0
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",11851,8002106,148.1
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",11507,7711998,149.2
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",11286,7587827,148.7
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",10813,7490662,144.4
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",11059,7442146,148.6
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",11253,7694025,146.3
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",12155,7887753,154.1
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",12883,8241575,156.3
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",13603,8454232,160.9
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",14454,8597759,168.1
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",15726,8682675,181.1
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",16324,8660547,188.5
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",17824,8732172,204.1
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",19720,8961725,220.0
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",21913,9253912,236.8
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",24600,9499804,259.0
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",27220,9771158,278.6
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",30270,9912188,305.4
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",32886,9950616,330.5
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",35461,9949467,356.4
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",38378,9932445,386.4
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",41564,9876179,420.9
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",44521,9759717,456.2
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",47663,9595234,496.7
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",50307,9406475,534.8
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",53035,9120281,581.5
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",55534,8959794,619.8
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",58645,8692617,674.7
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",60862,8506719,715.5
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",63554,8354008,760.8
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",67164,8273708,811.8
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",67936,7889931,861.0
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",69488,7435468,934.5
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",71681,7046170,1017.3
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",73851,6694735,1103.1
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",74310,6073857,1223.4
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",76797,5903714,1300.8
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",81272,5642802,1440.3
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",83308,5366732,1552.3
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",84254,4998170,1685.7
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",86176,4745832,1815.8
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",89171,4553385,1958.3
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",94018,4393170,2140.1
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",96968,4194740,2311.7
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",102045,4010924,2544.2
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",107561,3858078,2787.9
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2",113050,3760587,3006.2
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2",119521,3628746,3293.7
,"73 years","73","Male","M","Not Hispanic or Latino","2186-2",128140,3538675,3621.1
,"74 years","74","Male","M","Not Hispanic or Latino","2186-2",134438,3424065,3926.3
