"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",49094,7438313,660.0
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",3346,7467088,44.8
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",2153,7489520,28.7
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",1533,7496144,20.5
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",1252,7523251,16.6
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",1173,7554658,15.5
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",1054,7540392,14.0
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",988,7630770,12.9
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",951,7735279,12.3
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",1009,7903403,12.8
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",1055,8236863,12.8
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",1043,8337164,12.5
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",1141,8550304,13.3
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",1404,8634499,16.3
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",1687,8628992,19.6
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",2092,8643977,24.2
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",3161,8611157,36.7
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",3529,8503937,41.5
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",4052,8488450,47.7
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",4058,8493224,47.8
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",4027,8438101,47.7
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",4344,8454410,51.4
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",4214,8409748,50.1
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",4169,8359271,49.9
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",4401,8250280,53.3
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",4318,8149557,53.0
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",4522,7886287,57.3
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",4604,7763873,59.3
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",4669,7604931,61.4
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",5010,7535637,66.5
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",5278,7756109,68.0
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",5829,7992854,72.9
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",6536,8349583,78.3
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",7217,8573780,84.2
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",7830,8713973,89.9
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",8695,8798506,98.8
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",9405,8800769,106.9
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",10386,8896001,116.7
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",11611,9153715,126.8
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",13491,9454262,142.7
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",14946,9729001,153.6
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",16665,10021402,166.3
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",18738,10165600,184.3
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",20583,10224471,201.3
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",22247,10228961,217.5
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",24026,10235029,234.7
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",25777,10165622,253.6
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2",27254,10068644,270.7
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2",29159,9932002,293.6
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2",30656,9760397,314.1
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2",32084,9500336,337.7
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2",33662,9341047,360.4
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2",34995,9100155,384.6
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2",36577,8914881,410.3
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2",39313,8772757,448.1
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2",41937,8723749,480.7
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2",43230,8317061,519.8
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2",45298,7871230,575.5
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2",47305,7487454,631.8
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2",49539,7152185,692.6
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2",50306,6544136,768.7
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2",53099,6392238,830.7
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2",56342,6158568,914.9
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2",58518,5888593,993.8
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2",60388,5523043,1093.4
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2",62395,5293687,1178.7
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2",65357,5117550,1277.1
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2",70291,4983810,1410.4
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2",73436,4822836,1522.7
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2",77741,4680609,1660.9
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2",84964,4571261,1858.7
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2",90603,4513897,2007.2
,"72 years","72","Female","F","Not Hispanic or Latino","2186-2",98134,4440462,2210.0
,"73 years","73","Female","F","Not Hispanic or Latino","2186-2",106140,4406238,2408.9
,"74 years","74","Female","F","Not Hispanic or Latino","2186-2",115441,4349628,2654.0
,"75 years","75","Female","F","Not Hispanic or Latino","2186-2",124309,4269725,2911.4
,"76 years","76","Female","F","Not Hispanic or Latino","2186-2",134593,4208113,3198.4
,"77 years","77","Female","F","Not Hispanic or Latino","2186-2",145452,4096783,3550.4
,"78 years","78","Female","F","Not Hispanic or Latino","2186-2",156264,4000989,3905.6
,"79 years","79","Female","F","Not Hispanic or Latino","2186-2",166066,3845789,4318.1
,"80 years","80","Female","F","Not Hispanic or Latino","2186-2",177836,3667546,4848.9
,"81 years","81","Female","F","Not Hispanic or Latino","2186-2",187433,3506063,5346.0
,"82 years","82","Female","F","Not Hispanic or Latino","2186-2",196664,3275791,6003.6
,"83 years","83","Female","F","Not Hispanic or Latino","2186-2",200617,3010091,6664.8
,"84 years","84","Female","F","Not Hispanic or Latino","2186-2",206067,2747509,7500.1
,"85 years","85","Female","F","Not Hispanic or Latino","2186-2",206796,Not Applicable,Not Applicable
,"86 years","86","Female","F","Not Hispanic or Latino","2186-2",206440,Not Applicable,Not Applicable
,"87 years","87","Female","F","Not Hispanic or Latino","2186-2",204424,Not Applicable,Not Applicable
,"88 years","88","Female","F","Not Hispanic or Latino","2186-2",202033,Not Applicable,Not Applicable
,"89 years","89","Female","F","Not Hispanic or Latino","2186-2",196182,Not Applicable,Not Applicable
,"90 years","90","Female","F","Not Hispanic or Latino","2186-2",186374,Not Applicable,Not Applicable
,"91 years","91","Female","F","Not Hispanic or Latino","2186-2",174138,Not Applicable,Not Applicable
,"92 years","92","Female","F","Not Hispanic or Latino","2186-2",158407,Not Applicable,Not Applicable
,"93 years","93","Female","F","Not Hispanic or Latino","2186-2",141118,Not Applicable,Not Applicable
,"94 years","94","Female","F","Not Hispanic or Latino","2186-2",121435,Not Applicable,Not Applicable
,"95 years","95","Female","F","Not Hispanic or Latino","2186-2",102639,Not Applicable,Not Applicable
,"96 years","96","Female","F","Not Hispanic or Latino","2186-2",83221,Not Applicable,Not Applicable
,"97 years","97","Female","F","Not Hispanic or Latino","2186-2",65817,Not Applicable,Not Applicable
,"98 years","98","Female","F","Not Hispanic or Latino","2186-2",50379,Not Applicable,Not Applicable
,"99 years","99","Female","F","Not Hispanic or Latino","2186-2",37041,Not Applicable,Not Applicable
,"100+ years","100","Female","F","Not Hispanic or Latino","2186-2",77698,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Not Hispanic or Latino","2186-2",169,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: US; 1999-2020; SYA; F; NON; ALL; 2006; 5Y"
"Hispanic Origin: Not Hispanic or Latino"
"Sex: Female"
"Year/Month: 2002; 2003; 2004; 2005; 2006"
"Group By: Single-Year Ages; Sex; Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 9, 2026 7:13:01 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 9, 2026 7:13:01 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"3. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"4. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
