"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",3173,625337,507.4
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",235,619321,37.9
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",156,610804,25.5
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",97,611907,15.9
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",83,615810,13.5
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",98,617609,15.9
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",75,629593,11.9
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",73,650164,11.2
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",81,668991,12.1
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",96,693329,13.8
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",66,724973,9.1
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",76,740435,10.3
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",107,753924,14.2
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",104,758031,13.7
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",149,750334,19.9
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",158,748508,21.1
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",214,741378,28.9
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",254,729207,34.8
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",325,709968,45.8
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",317,686009,46.2
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",297,697847,42.6
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",305,717508,42.5
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",303,738222,41.0
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",303,756332,40.1
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",306,753636,40.6
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",317,746151,42.5
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",302,728969,41.4
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",337,720551,46.8
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",316,718490,44.0
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",387,714639,54.2
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",385,752694,51.1
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",446,776716,57.4
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",507,813240,62.3
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",608,832288,73.1
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",662,843348,78.5
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",678,846744,80.1
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",774,850493,91.0
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",809,872104,92.8
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",963,899137,107.1
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",1220,927225,131.6
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",1231,955476,128.8
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",1340,975154,137.4
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",1636,974711,167.8
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",1754,980665,178.9
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",1898,979423,193.8
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",2017,971601,207.6
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",2265,962733,235.3
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2",2355,958594,245.7
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2",2549,943090,270.3
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2",2734,923603,296.0
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2",2833,903964,313.4
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2",2958,890036,332.3
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2",3186,870511,366.0
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2",3393,855250,396.7
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2",3591,855493,419.8
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2",3635,813182,447.0
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2",3809,770290,494.5
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2",3915,727116,538.4
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2",4048,691150,585.7
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2",4139,629940,657.0
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2",4300,602005,714.3
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2",4423,577481,765.9
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2",4658,551162,845.1
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2",4749,515666,920.9
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2",4994,494292,1010.3
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2",5309,479910,1106.2
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2",5550,463860,1196.5
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2",5950,448237,1327.4
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2",6266,435284,1439.5
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2",6670,425408,1567.9
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2",7296,417348,1748.2
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2",7782,413822,1880.5
,"72 years","72","Female","F","Not Hispanic or Latino","2186-2",8615,408754,2107.6
,"73 years","73","Female","F","Not Hispanic or Latino","2186-2",9117,406002,2245.6
,"74 years","74","Female","F","Not Hispanic or Latino","2186-2",10181,402699,2528.2
,"75 years","75","Female","F","Not Hispanic or Latino","2186-2",11028,397185,2776.5
,"76 years","76","Female","F","Not Hispanic or Latino","2186-2",11948,394628,3027.7
,"77 years","77","Female","F","Not Hispanic or Latino","2186-2",13060,390857,3341.4
,"78 years","78","Female","F","Not Hispanic or Latino","2186-2",13825,381910,3620.0
,"79 years","79","Female","F","Not Hispanic or Latino","2186-2",15211,369699,4114.4
,"80 years","80","Female","F","Not Hispanic or Latino","2186-2",16499,352654,4678.5
,"81 years","81","Female","F","Not Hispanic or Latino","2186-2",17122,332229,5153.7
,"82 years","82","Female","F","Not Hispanic or Latino","2186-2",17697,305240,5797.7
,"83 years","83","Female","F","Not Hispanic or Latino","2186-2",17832,279091,6389.3
,"84 years","84","Female","F","Not Hispanic or Latino","2186-2",18234,250096,7290.8
,"85 years","85","Female","F","Not Hispanic or Latino","2186-2",17927,Not Applicable,Not Applicable
,"86 years","86","Female","F","Not Hispanic or Latino","2186-2",18179,Not Applicable,Not Applicable
,"87 years","87","Female","F","Not Hispanic or Latino","2186-2",18275,Not Applicable,Not Applicable
,"88 years","88","Female","F","Not Hispanic or Latino","2186-2",17974,Not Applicable,Not Applicable
,"89 years","89","Female","F","Not Hispanic or Latino","2186-2",17217,Not Applicable,Not Applicable
,"90 years","90","Female","F","Not Hispanic or Latino","2186-2",16450,Not Applicable,Not Applicable
,"91 years","91","Female","F","Not Hispanic or Latino","2186-2",15142,Not Applicable,Not Applicable
,"92 years","92","Female","F","Not Hispanic or Latino","2186-2",13560,Not Applicable,Not Applicable
,"93 years","93","Female","F","Not Hispanic or Latino","2186-2",12162,Not Applicable,Not Applicable
,"94 years","94","Female","F","Not Hispanic or Latino","2186-2",10513,Not Applicable,Not Applicable
,"95 years","95","Female","F","Not Hispanic or Latino","2186-2",9011,Not Applicable,Not Applicable
,"96 years","96","Female","F","Not Hispanic or Latino","2186-2",7286,Not Applicable,Not Applicable
,"97 years","97","Female","F","Not Hispanic or Latino","2186-2",5816,Not Applicable,Not Applicable
,"98 years","98","Female","F","Not Hispanic or Latino","2186-2",4270,Not Applicable,Not Applicable
,"99 years","99","Female","F","Not Hispanic or Latino","2186-2",3183,Not Applicable,Not Applicable
,"100+ years","100","Female","F","Not Hispanic or Latino","2186-2",7051,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Not Hispanic or Latino","2186-2",29,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: CA; 1999-2020; SYA; F; NON; ALL; 2005; 5Y"
"Hispanic Origin: Not Hispanic or Latino"
"Sex: Female"
"States: California (06)"
"Year/Month: 2001; 2002; 2003; 2004; 2005"
"Group By: Single-Year Ages; Sex; Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 9, 2026 7:06:37 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 9, 2026 7:06:37 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
